VESSEL,HAUL,YEAR,CRUISE,START_LATITUDE,START_LONGITUDE,STATIONID,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,CPUE_NOHA
134,234,2006,200601,58.67493,-174.9574,L-28,205,207,9.1,3.3,30.40279516
134,235,2006,200601,58.67651,-174.28101,L-27,155,157,9.4,3.1,34.26788387
134,236,2006,200601,58.34924,-174.31799,K-27,171,173,9,3.6,7.62922125
162,1,2012,201201,57.33058,-158.40718,H-16,29,32,1.1,0.8,0
162,2,2012,201201,57.6599,-158.36947,I-16,34,37,0.3,0.3,0
162,2,2013,201301,56.98072,-159.15196,G-15,31,33,4.6,4.7,0
162,2,2016,201601,56.00009,-162.30575,D-10,71,73,7.1,5.2,16.99460923
162,2,2017,201701,56.66932,-159.77746,F-14,36,39,5.1,4.8,0
162,3,2011,201101,57.31505,-158.43423,H-16,29,32,3.8,3.7,0
162,3,2012,201201,57.99092,-158.31823,J-16,32,35,1.3,1,0
162,3,2013,201301,57.32085,-158.42136,H-16,29,31,5.3,5.2,0
162,3,2014,201401,57.32274,-159.0649,H-15,48,50,7,5.5,0
162,3,2015,201501,57.32491,-158.41335,H-16,29,32,6.1,5.8,0
162,3,2016,201601,56.33056,-162.22099,E-10,75,77,7.5,4.9,15.99688991
162,3,2017,201701,57.00142,-159.69203,G-14,54,56,3.9,3.7,0
162,4,2011,201101,57.66542,-158.3605,I-16,34,36,3.9,3.6,0
162,4,2012,201201,58.00052,-158.96288,J-15,40,42,1.1,1,0
162,4,2013,201301,57.65644,-158.35557,I-16,34,36,4.6,4.3,0
162,4,2014,201401,57.65961,-159.02692,I-15,46,48,6,5.5,0
162,4,2015,201501,57.66076,-158.36124,I-16,33,36,6.6,5.8,0
162,4,2016,201601,56.33183,-161.63344,E-11,61,63,7.8,5.4,28.74977227
162,4,2017,201701,57.33052,-159.64713,H-14,52,54,3.7,3.4,0
162,5,2010,201001,57.01368,-159.14008,G-15,32,35,3.5,3.1,0
162,5,2011,201101,58.00593,-158.31817,J-16,32,35,5.1,4.4,0
162,5,2012,201201,57.67432,-159.00202,I-15,46,48,-0.1,-0.2,0
162,5,2013,201301,57.99013,-158.3154,J-16,33,36,7.2,4.6,0
162,5,2014,201401,57.98631,-158.97425,J-15,38,41,8,6,0
162,5,2015,201501,57.9843,-158.34245,J-16,31,33,6.6,6,0
162,5,2016,201601,56.65349,-161.57424,F-11,88,90,8,5,14.53591943
162,5,2017,201701,57.32635,-159.0633,H-15,47,49,4,3.8,0
162,6,2010,201001,57.31005,-159.06683,H-15,46,48,2.6,2.1,0
162,6,2011,201101,58.00977,-158.95013,J-15,40,42,4.2,4,0
162,6,2012,201201,57.34915,-159.05818,H-15,47,50,0.5,0.3,0
162,6,2013,201301,58.00469,-159.66098,J-14,41,43,4.8,3.4,0
162,6,2014,201401,58.28528,-159.977,K-13,39,42,7.2,5.6,0
162,6,2015,201501,58.35337,-159.56797,K-14,23,26,7.6,5.2,0
162,6,2016,201601,57.00243,-161.55269,G-11,67,69,7.2,5.2,13.3806628
162,6,2017,201701,57.64943,-159.01447,I-15,46,48,4.1,4,0
162,7,2010,201001,57.65008,-159.03282,I-15,44,46,3.1,2,0
162,7,2011,201101,58.35207,-159.55927,K-14,24,26,6.4,5.6,0
162,7,2013,201301,57.66293,-159.64901,I-14,48,50,3.9,3.2,0
162,7,2014,201401,57.99749,-160.20786,J-13,49,51,6.5,4.7,0
162,7,2015,201501,58.00055,-159.5844,J-14,39,41,5.3,5.3,0
162,7,2016,201601,56.99878,-160.96511,G-12,63,66,7.4,5.4,11.00292429
162,7,2017,201701,57.67285,-159.60909,I-14,47,49,3.5,3.4,1.086033842
162,8,2010,201001,58.28193,-159.96933,K-13,39,41,3.8,2.5,0
162,8,2011,201101,58.01465,-159.60907,J-14,40,42,3.5,3.4,0
162,8,2012,201201,57.02345,-159.11133,G-15,30,33,1.7,1.3,0
162,8,2013,201301,57.34284,-159.66922,H-14,54,56,3.4,3.4,0
162,8,2014,201401,57.67458,-160.25941,I-13,52,54,6.1,5,1.201700069
162,8,2015,201501,57.66752,-159.62596,I-14,48,50,6,4.6,0
162,8,2016,201601,56.99672,-160.353,G-13,59,62,7.2,5.5,7.416683673
162,8,2017,201701,57.65211,-160.24439,I-13,51,53,3.5,3.3,0
162,9,2010,201001,58.00868,-160.18933,J-13,49,51,2.8,1.9,0
162,9,2011,201101,57.67332,-159.61983,I-14,47,49,2.4,2.3,0
162,9,2013,201301,57.01169,-159.68753,G-14,53,55,4.3,3.5,0
162,9,2014,201401,57.339,-160.2917,H-13,58,60,6.6,4.7,0.708424915
162,9,2015,201501,57.33951,-159.66563,H-14,53,55,6.4,4.8,0
162,9,2016,201601,57.3211,-160.3032,H-13,58,61,6.8,5.8,5.471758455
162,9,2017,201701,57.97526,-160.22333,J-13,47,50,3.7,3.3,0
162,10,2010,201001,57.68525,-160.26065,I-13,51,53,3.1,1.7,0
162,10,2011,201101,57.34157,-159.66787,H-14,54,56,3.1,3,0
162,10,2013,201301,56.67677,-159.72109,F-14,35,38,5.3,5.5,0
162,10,2014,201401,57.0108,-160.32172,G-13,60,62,6.6,5,1.411419854
162,10,2015,201501,57.00945,-159.72035,G-14,53,55,7.2,4.8,0
162,10,2016,201601,57.32307,-159.66967,H-14,54,57,6.7,6.1,4.525740502
162,10,2017,201701,57.34774,-160.29869,H-13,60,62,3.6,3.6,0
162,11,2010,201001,57.33262,-160.30358,H-13,59,61,3.7,2.3,0.660191102
162,11,2011,201101,57.01368,-159.6762,G-14,53,55,4.2,3.9,0
162,11,2012,201201,56.65698,-160.37738,F-13,57,60,0.2,0.1,0.514593883
162,11,2013,201301,56.66678,-160.36897,F-13,58,60,5.3,2.7,0
162,11,2014,201401,56.33454,-160.9655,E-12,52,54,7.2,5,1.155175818
162,11,2015,201501,56.6781,-159.74242,F-14,35,38,7.4,5.5,0
162,11,2016,201601,57.65628,-159.64225,I-14,49,51,6.7,6.4,5.95932913
162,11,2017,201701,57.00806,-160.33793,G-13,62,64,4.3,3.6,0.651105025
162,12,2010,201001,57.00165,-160.32503,G-13,60,62,4.2,2.3,0.223426541
162,12,2011,201101,56.69258,-159.69407,F-14,36,38,4.9,4.7,0
162,12,2012,201201,56.99372,-160.33907,G-13,61,64,0.7,0.3,0
162,12,2013,201301,56.67129,-160.96972,F-12,66,68,5.4,2.4,0.433659619
162,12,2014,201401,56.33421,-161.533,E-11,61,63,7.4,4.6,0
162,12,2015,201501,56.67134,-160.36061,F-13,59,61,7.6,4.7,0
162,12,2016,201601,57.66506,-160.26579,I-13,52,55,7.1,6,6.016658408
162,12,2017,201701,56.67948,-160.35199,F-13,57,59,5.3,3.4,1.031094936
162,13,2010,201001,56.32808,-161.00963,E-12,52,54,3.1,1.7,0
162,13,2011,201101,56.66497,-160.36752,F-13,56,58,4.3,3.9,2.749633828
162,13,2012,201201,57.32785,-160.31297,H-13,59,62,0.5,-0.1,0
162,13,2013,201301,56.99905,-160.95312,G-12,60,62,4.9,2.6,0.44831975
162,13,2014,201401,56.65324,-161.5845,F-11,87,89,7.3,3.5,10.51514793
162,13,2015,201501,56.66138,-160.97423,F-12,66,68,6.9,4.5,4.423095636
162,13,2016,201601,57.97504,-160.22958,J-13,47,50,8.9,5.9,1.168877095
162,13,2017,201701,56.67107,-160.98164,F-12,64,66,5.5,2.9,1.747480886
162,14,2010,201001,56.31665,-161.63935,E-11,63,65,3.2,1.5,10.0264036
162,14,2012,201201,57.65342,-160.28627,I-13,51,54,1.5,0.8,0
162,14,2013,201301,57.31772,-160.93286,H-12,60,62,4.3,2.6,0
162,14,2014,201401,56.99107,-161.55557,G-11,66,68,7.3,3.6,2.251495871
162,14,2015,201501,56.34301,-160.99652,E-12,50,52,7.3,5.3,1.711832203
162,14,2016,201601,57.9995,-160.8396,J-12,41,44,11.2,5.8,0
162,14,2017,201701,56.34861,-160.97008,E-12,51,53,6.1,4,9.933174897
162,15,2010,201001,56.64977,-161.59545,F-11,87,89,3.2,0.4,0
162,15,2011,201101,56.32783,-160.99232,E-12,51,53,4.5,3.9,3.090213436
162,15,2012,201201,58.33852,-161.4044,K-11,31,34,5.6,5.5,0
162,15,2013,201301,57.65996,-160.87943,I-12,55,58,3.2,2.1,0
162,15,2014,201401,57.32269,-161.52334,H-11,54,56,6.7,4.5,0.486981997
162,15,2015,201501,56.32903,-161.60339,E-11,61,63,7.2,4.8,3.188852261
162,15,2016,201601,57.68723,-160.8823,I-12,54,57,8.3,5.9,8.555766281
162,15,2017,201701,55.98863,-162.26103,D-10,69,71,5.8,2.9,15.0390242
162,16,2010,201001,56.97602,-161.58227,G-11,65,67,3.7,1.5,0
162,16,2011,201101,56.65852,-160.98722,F-12,65,67,4.7,3.3,0.685849653
162,16,2012,201201,58.00853,-161.47642,J-11,53,55,3.3,2.6,0
162,16,2013,201301,57.99174,-160.86125,J-12,43,45,8,3.3,0
162,16,2014,201401,57.66237,-161.50305,I-11,51,53,6.4,4.8,0
162,16,2015,201501,57.00606,-160.9405,G-12,61,63,7.1,4.4,0
162,16,2016,201601,57.34851,-160.92583,H-12,61,64,8.2,5.7,14.64898234
162,16,2017,201701,55.32024,-164.03909,B-07,76,78,9.3,4.7,10.01864029
162,17,2010,201001,57.31543,-161.51898,H-11,55,57,4.4,2.3,0.463953525
162,17,2011,201101,56.98858,-160.95737,G-12,65,67,3.6,3.2,1.945474195
162,17,2012,201201,57.68602,-161.48815,I-11,51,53,1,1,0
162,17,2013,201301,58.3193,-160.74484,K-12,21,24,8.8,6.1,0
162,17,2014,201401,57.97429,-161.48793,J-11,53,55,7.2,5.1,0
162,17,2015,201501,57.32409,-160.92728,H-12,63,66,5.9,4.2,1.210778789
162,17,2016,201601,57.32001,-161.5318,H-11,53,55,8,5.8,8.362611761
162,17,2017,201701,55.68814,-164.00868,C-07,92,94,9.7,2.4,68.75407158
162,18,2010,201001,57.64048,-161.48685,I-11,52,54,4,1.9,0
162,18,2011,201101,57.32028,-160.9492,H-12,59,61,2.8,2.7,0.853654708
162,18,2012,201201,57.34477,-161.54463,H-11,54,56,0.9,0.9,0
162,18,2013,201301,58.33732,-161.41009,K-11,31,34,5.1,4.7,0
162,18,2014,201401,57.99865,-162.09189,J-10,35,38,6.9,5.6,0
162,18,2015,201501,57.65743,-160.88293,I-12,55,57,5.7,3.3,0
162,18,2016,201601,57.64889,-161.51487,I-11,50,52,8.3,6,0.65084325
162,18,2017,201701,55.98589,-164.03443,D-07,89,91,9.5,1.9,88.37679504
162,19,2010,201001,57.64483,-162.14365,I-10,44,46,3.2,2.1,0
162,19,2011,201101,57.65833,-160.88617,I-12,54,56,2.3,2.2,0
162,19,2012,201201,57.02638,-161.55537,G-11,65,67,1.9,0.3,0
162,19,2013,201301,58.3179,-162.04378,K-10,44,46,4,3.4,0
162,19,2014,201401,58.29833,-162.05686,K-10,44,46,6.3,5.9,0
162,19,2015,201501,57.98757,-160.84411,J-12,43,45,6,3.8,0
162,19,2016,201601,57.96511,-161.51197,J-11,50,53,9.8,6.1,0
162,19,2017,201701,56.32162,-164.01029,E-07,85,87,9.3,1.5,32.35342745
162,20,2010,201001,57.97405,-162.13242,J-10,34,36,4.1,2.8,0
162,20,2011,201101,57.98925,-160.84465,J-12,43,45,2.7,2.8,0
162,20,2012,201201,56.3499,-162.1806,E-10,75,77,4.5,0.1,0
162,20,2013,201301,57.6833,-162.12949,I-10,45,47,3.6,2.4,0
162,20,2014,201401,58.63938,-162.69482,L-09,22,24,7,6.8,0
162,20,2016,201601,57.99027,-162.11432,J-10,35,38,7.8,6.5,0
162,20,2017,201701,56.65495,-164.02061,F-07,73,75,8.9,0.4,0.769443106
162,21,2011,201101,58.32027,-160.74995,K-12,21,23,5.1,4.9,0
162,21,2012,201201,56.01157,-162.22855,D-10,70,72,4.8,0.8,3.679262499
162,21,2013,201301,57.33475,-162.14635,H-10,48,50,4.1,2.1,0
162,21,2014,201401,58.35091,-162.73068,K-09,30,32,5.5,5.5,0
162,21,2015,201501,58.31945,-160.75267,K-12,21,24,6.7,6.6,0
162,21,2016,201601,57.67363,-162.12356,I-10,45,48,8.4,6.5,1.999331424
162,21,2017,201701,56.97594,-164.03205,G-07,67,69,8.1,-0.5,0
162,22,2010,201001,58.00245,-161.48235,J-11,52,54,4.1,2.4,0
162,22,2011,201101,57.99923,-162.10548,J-10,35,37,3,2.7,0
162,22,2013,201301,57.01265,-162.15689,G-10,58,60,4.5,1.9,0
162,22,2014,201401,58.0218,-162.74605,J-09,39,41,6.8,4.7,0
162,22,2015,201501,58.23322,-161.55538,K-11,39,41,5.3,5,0
162,22,2016,201601,57.36873,-162.14956,H-10,49,51,8.3,6,7.539610734
162,22,2017,201701,57.31313,-163.99344,H-07,60,62,7.8,0,0
162,23,2010,201001,58.67807,-162.71217,L-09,20,22,4,3.9,0
162,23,2011,201101,57.66633,-162.1296,I-10,44,46,2.6,2.3,0
162,23,2013,201301,56.67517,-162.18089,F-10,70,72,5.2,1.3,0
162,23,2014,201401,57.67523,-162.75278,I-09,41,43,6.7,4.9,0
162,23,2015,201501,58.31745,-162.04287,K-10,45,47,5.6,5,0
162,23,2016,201601,57.02433,-162.17023,G-10,55,58,8.5,5.6,10.29224291
162,23,2017,201701,57.33514,-164.59146,H-06,63,65,8,-0.2,0
162,24,2010,201001,58.35337,-162.71118,K-09,30,32,3.3,3.2,0
162,24,2011,201101,57.36083,-162.12402,H-10,49,51,2.9,2.3,0.460190422
162,24,2012,201201,55.66307,-162.85428,C-09,50,53,4.2,1.8,5.159244144
162,24,2013,201301,56.33512,-162.19952,E-10,75,77,7.3,2,6.100814743
162,24,2014,201401,57.34342,-162.76235,H-09,46,48,6.9,4.9,0.707920364
162,24,2015,201501,58.01244,-162.11813,J-10,34,37,4.7,4.3,0
162,24,2016,201601,56.68919,-162.17857,F-10,67,69,9,5,16.19588734
162,24,2017,201701,57.01501,-164.6071,G-06,68,70,8.3,0,0
162,25,2010,201001,58.01985,-162.74737,J-09,38,40,3.3,2.6,0
162,25,2011,201101,57.01643,-162.1514,G-10,58,60,3,2.3,1.34491406
162,25,2012,201201,56.00063,-162.86912,D-09,78,80,4.1,0.7,5.103242522
162,25,2013,201301,56.00335,-162.24465,D-10,70,72,7.7,2.4,10.59205595
162,25,2014,201401,57.0123,-162.79116,G-09,58,60,7.6,4,1.808451609
162,25,2015,201501,57.67617,-162.12482,I-10,45,47,5.7,5.3,0
162,25,2016,201601,56.69197,-162.79034,F-09,69,72,8.5,4.9,16.60295636
162,25,2017,201701,56.68511,-164.5831,F-06,73,75,8.9,1.4,7.34140663
162,26,2010,201001,57.68525,-162.75318,I-09,41,43,3.4,2.2,0
162,26,2011,201101,56.99158,-162.777,G-09,59,61,3.3,2.1,1.536935007
162,26,2012,201201,56.31822,-162.7874,E-09,76,78,3.4,0.5,2.398193681
162,26,2013,201301,55.99841,-162.79884,D-09,76,78,7.2,2.4,20.11680991
162,26,2014,201401,56.68837,-162.79835,F-09,70,71,7.7,3.4,2.30235366
162,26,2015,201501,57.34165,-162.15388,H-10,49,51,6.2,5.3,0
162,26,2016,201601,56.35922,-162.79596,E-09,76,79,8.1,4.7,16.36463714
162,26,2017,201701,56.34095,-164.5801,E-06,85,87,9.2,1.6,24.54554103
162,27,2010,201001,57.3415,-162.75698,H-09,46,48,3.2,2.1,0
162,27,2011,201101,56.67365,-162.18033,F-10,69,71,4.6,3,20.8249814
162,27,2012,201201,56.64372,-162.77495,F-09,70,72,2.9,0,0
162,27,2013,201301,55.68222,-162.83799,C-09,51,53,6.5,2.9,0.726185744
162,27,2014,201401,56.33424,-162.79388,E-09,77,79,7.6,3.5,11.96410695
162,27,2015,201501,57.0109,-162.16388,G-10,59,61,6.9,4.9,3.098963175
162,27,2016,201601,56.01231,-162.81408,D-09,75,77,8.2,4.7,8.83654087
162,27,2017,201701,56.00439,-164.59015,D-06,90,92,9.5,2.5,54.48390295
162,28,2010,201001,57.01523,-162.79528,G-09,59,61,2.8,0.8,0
162,28,2011,201101,56.34137,-162.17928,E-10,73,75,5.2,2.7,15.56783857
162,28,2012,201201,56.98957,-162.79325,G-09,59,61,0.4,0.1,0
162,28,2013,201301,55.66265,-163.39159,C-08,79,81,7.6,2.8,21.67918036
162,28,2014,201401,56.01271,-162.81682,D-09,76,78,8,3.7,5.842481615
162,28,2015,201501,56.67769,-162.18042,F-10,69,71,7.4,4.4,17.06248633
162,28,2016,201601,55.67869,-162.82214,C-09,48,51,8.2,5.6,6.804996357
162,29,2010,201001,56.69098,-162.79222,F-09,69,71,3.3,-0.7,0
162,29,2011,201101,56.01022,-162.23582,D-10,69,71,4.5,3.9,21.60709898
162,29,2012,201201,57.31655,-162.78232,H-09,46,48,1.3,1.1,0
162,29,2013,201301,55.35462,-163.42321,B-08,51,53,6.1,3.2,0
162,29,2014,201401,55.99199,-162.31045,D-10,68,70,8.3,4,7.394959877
162,29,2015,201501,56.35048,-162.17668,E-10,76,78,7.5,4.4,9.665061681
162,29,2016,201601,55.33734,-163.4142,B-08,52,55,8.2,6.1,5.635823204
162,29,2017,201701,55.68056,-164.5949,C-06,94,96,9.6,3.1,27.45662949
162,30,2010,201001,56.34408,-162.79568,E-09,75,77,4.1,0.2,0.638595254
162,30,2012,201201,57.65782,-162.7387,I-09,41,43,1.6,1.6,0
162,30,2013,201301,55.31769,-164.04267,B-07,77,79,6.6,3.9,6.284307606
162,30,2014,201401,55.67647,-162.77238,C-09,47,49,7.8,4.1,0
162,30,2015,201501,55.99596,-163.3968,D-08,86,88,7.2,4.3,44.52102099
162,30,2016,201601,55.667,-163.39615,C-08,80,82,8.4,5,8.266348465
162,30,2017,201701,54.8329,-165.49379,AZ0504,155,157,8.3,4.3,61.12639379
162,31,2010,201001,56.00422,-162.8062,D-09,76,78,4.4,1,8.937595181
162,31,2011,201101,55.67108,-162.8169,C-09,51,53,5.5,4.4,12.45209678
162,31,2012,201201,57.97838,-162.74142,J-09,39,41,2.2,2.2,0
162,31,2013,201301,55.67341,-163.99537,C-07,93,95,6.3,2.2,16.03294596
162,31,2014,201401,55.3248,-164.0448,B-07,77,79,8.1,4.9,7.163485828
162,31,2015,201501,56.32585,-163.41674,E-08,83,85,7.2,3.6,11.32998973
162,31,2016,201601,55.99564,-163.39741,D-08,86,89,9.8,4.7,11.67120965
162,31,2017,201701,54.99454,-165.74737,A-04,127,129,8.9,4.3,32.55484916
162,32,2010,201001,55.67462,-162.80788,C-09,49,51,5.2,2.1,5.953044946
162,32,2012,201201,57.995,-163.35405,J-08,41,43,2.3,2.2,0
162,32,2013,201301,55.99014,-164.02248,D-07,89,91,5.5,1.9,10.85846829
162,32,2015,201501,56.65822,-163.37278,F-08,73,75,7.2,4.1,5.78356575
162,32,2017,201701,55.3198,-165.78853,B-04,119,120,9.3,4.4,29.72789681
162,33,2010,201001,55.34085,-164.02772,B-07,78,80,5.5,3,250.4734227
162,33,2011,201101,55.34425,-163.4186,B-08,50,52,5.7,4.7,60.83337771
162,33,2012,201201,58.31925,-163.35668,K-08,35,38,3.3,3.2,0
162,33,2014,201401,55.68217,-164.00274,C-07,92,94,8.8,4,37.22412468
162,33,2015,201501,56.98713,-163.38706,G-08,64,66,7,4,2.93183473
162,33,2016,201601,56.33344,-163.41849,E-08,81,84,9.2,4.7,3.848010067
162,33,2017,201701,55.64828,-165.80178,C-04,116,118,10,4.5,47.60324766
162,34,2010,201001,55.67523,-163.98782,C-07,93,95,4.5,1.8,12.59242184
162,34,2012,201201,59.34283,-164.03185,N-07,19,22,5.9,5.9,0
162,34,2013,201301,56.35706,-163.97205,E-07,84,86,6.6,1.3,0.654345572
162,34,2014,201401,55.98848,-164.03812,D-07,87,89,8.8,3.9,18.45948402
162,34,2015,201501,57.32878,-163.37537,H-08,51,53,6.8,4.8,0.684851045
162,34,2016,201601,56.65846,-163.38192,F-08,73,75,8.7,4.7,19.40637984
162,34,2017,201701,55.98898,-165.78632,D-04,106,108,10.2,3.9,69.33853078
162,35,2010,201001,55.98522,-164.03337,D-07,88,90,4.3,1.8,40.90031588
162,35,2012,201201,59.01542,-163.98942,M-07,25,27,3.9,3.8,0
162,35,2013,201301,56.65271,-163.39098,F-08,73,75,5.2,0.5,0
162,35,2014,201401,56.33043,-163.97022,E-07,82,85,8.7,3.4,15.17187535
162,35,2015,201501,57.64868,-163.35501,I-08,44,46,5.6,4.9,0
162,35,2016,201601,57.0053,-163.35095,G-08,64,67,8.7,4.9,10.9913516
162,35,2017,201701,56.3136,-165.79794,E-04,91,93,9.2,2,35.71797813
162,36,2010,201001,56.31975,-163.96402,E-07,83,85,3.8,0.4,11.52942381
162,36,2011,201101,55.33452,-164.02968,B-07,76,78,5.9,3.9,44.01197497
162,36,2012,201201,58.68197,-163.99515,L-07,31,34,2.9,2.8,0
162,36,2014,201401,56.66139,-164.02388,F-07,73,75,8.2,3.3,4.337271032
162,36,2015,201501,57.98922,-163.38046,J-08,41,43,5.5,5.2,0
162,36,2016,201601,57.02995,-162.79867,G-09,58,61,9.1,5.3,7.228438296
162,36,2017,201701,56.65509,-165.83672,F-04,76,78,9.1,1.4,3.396917041
162,37,2010,201001,56.64557,-164.00467,F-07,72,74,3.1,-0.9,0
162,37,2011,201101,56.33133,-162.79652,E-09,76,79,5.1,2.7,5.805963537
162,37,2012,201201,58.34958,-163.98852,K-07,39,41,2.5,2.3,0
162,37,2013,201301,56.65835,-164.01771,F-07,73,75,4.4,0.7,0
162,37,2014,201401,56.99528,-164.03414,G-07,66,69,7.6,3.3,1.772504425
162,37,2015,201501,58.32543,-163.3565,K-08,34,37,5,5,0
162,37,2016,201601,57.30218,-162.79536,H-09,47,50,9.1,5.9,6.183545607
162,37,2017,201701,56.9781,-165.85875,G-04,70,72,9.3,0.4,0
162,38,2010,201001,56.9755,-164.04518,G-07,67,69,3.5,-1,0
162,38,2011,201101,56.3227,-163.409,E-08,82,84,5.4,2.6,13.24406565
162,38,2012,201201,58.01453,-164.00587,J-07,44,46,2,1.6,0
162,38,2013,201301,56.98881,-164.0341,G-07,67,69,5.1,0,0
162,38,2014,201401,57.3286,-164.00036,H-07,60,63,7.2,3.4,0
162,38,2015,201501,58.65438,-163.34484,L-08,29,32,4.8,4.7,0
162,38,2016,201601,57.3288,-163.36938,H-08,49,52,8.7,5.7,3.016184545
162,38,2017,201701,57.3134,-165.85992,H-04,65,67,9.3,0.2,0
162,39,2010,201001,57.3207,-164.00352,H-07,60,62,2.9,0.7,0
162,39,2011,201101,56.65607,-163.36407,F-08,72,74,5.4,1.8,2.425786427
162,39,2012,201201,57.67048,-164.01453,I-07,49,51,1.5,1.3,0
162,39,2013,201301,57.32646,-164.00303,H-07,60,62,4.2,1,0
162,39,2014,201401,57.65607,-163.99744,I-07,48,51,7.2,3.3,0
162,39,2015,201501,58.98162,-163.34131,M-08,20,23,5.3,5.1,0
162,39,2016,201601,57.67081,-163.35056,I-08,44,47,8.9,6.7,2.474238232
162,39,2017,201701,57.65073,-165.88633,I-04,62,64,9,0.5,0
162,40,2010,201001,57.64192,-164.00568,I-07,50,52,2.9,1.8,0
162,40,2011,201101,56.98983,-163.39215,G-08,62,65,3.9,2,2.082376886
162,40,2012,201201,57.34452,-164.00793,H-07,59,61,1,0,0
162,40,2013,201301,57.65592,-163.99003,I-07,49,50,4.5,1.4,0
162,40,2014,201401,57.97816,-164.00662,J-07,43,46,6.7,4.4,0
162,40,2015,201501,59.35418,-164.01318,N-07,20,23,7.3,6.8,0
162,40,2016,201601,57.67485,-162.76628,I-09,42,45,8.2,7,0.45764098
162,40,2017,201701,57.6977,-166.50755,I-03,65,67,7.9,0.6,0
162,41,2010,201001,57.98288,-164.0082,J-07,44,46,2.6,2,0
162,41,2011,201101,57.3261,-163.37393,H-08,50,53,3.4,2.1,0
162,41,2012,201201,57.01537,-164.01725,G-07,65,67,2.9,-0.8,0
162,41,2013,201301,57.98641,-164.00539,J-07,44,46,3.9,2.3,0
162,41,2014,201401,58.32236,-163.99159,K-07,38,41,5,4.4,0
162,41,2015,201501,59.01451,-164.00074,M-07,25,28,5,5,0
162,41,2016,201601,57.97564,-162.74667,J-09,40,43,9.5,6.9,0
162,41,2017,201701,57.34718,-166.48991,H-03,68,70,7.8,0.2,0
162,42,2010,201001,58.323,-163.99063,K-07,38,40,2.6,2.7,0
162,42,2011,201101,58.32962,-163.36445,K-08,34,38,3.2,3.2,0
162,42,2012,201201,56.67992,-164.01715,F-07,73,75,3.7,-0.3,1.610152425
162,42,2013,201301,58.32778,-164.01279,K-07,39,41,3.7,2.4,0
162,42,2014,201401,58.65822,-164.00138,L-07,31,35,5.3,5.2,0
162,42,2015,201501,58.68942,-163.99462,L-07,32,34,4.9,4.9,0
162,42,2016,201601,58.01361,-163.33655,J-08,41,44,7.5,7.2,0
162,42,2017,201701,57.01395,-166.47118,G-03,71,73,7.6,0.5,0
162,43,2010,201001,59.3408,-165.30382,N-05,17,20,3,2.9,0
162,43,2011,201101,58.65413,-163.36132,L-08,29,32,3.9,3.9,0
162,43,2012,201201,56.35843,-163.95368,E-07,84,86,4.5,0,0.876489715
162,43,2013,201301,58.33031,-164.62501,K-06,42,44,4.3,1.9,0
162,43,2014,201401,58.66953,-164.62158,L-06,34,37,5.8,4.7,0
162,43,2015,201501,58.34624,-163.9906,K-07,39,41,5.3,5.1,0
162,43,2016,201601,58.30485,-163.35426,K-08,34,37,7.9,7.6,0
162,43,2017,201701,56.68705,-166.43166,F-03,81,83,8.1,1.6,5.691253282
162,44,2010,201001,59.02578,-165.29898,M-05,25,27,3.3,3.3,0
162,44,2011,201101,58.98135,-163.33818,M-08,19,22,4.6,4.6,0
162,44,2012,201201,56.006,-164.03795,D-07,88,90,4.7,0.8,0
162,44,2013,201301,58.01239,-164.61759,J-06,43,45,4,2.2,0
162,44,2014,201401,58.98569,-164.64651,M-06,25,28,5.8,5.8,0
162,44,2015,201501,58.00897,-163.99884,J-07,45,47,5.2,5.2,0
162,44,2016,201601,58.98996,-164.6384,M-06,25,28,8.3,8.4,0
162,44,2017,201701,56.35978,-166.41062,E-03,101,103,8.4,2.8,25.20831076
162,45,2010,201001,58.68892,-165.32418,L-05,37,39,2.1,2,0
162,45,2011,201101,59.31163,-163.99268,N-07,19,22,5.5,5.4,0
162,45,2013,201301,57.66892,-164.62179,I-06,52,54,5,1.2,0
162,45,2014,201401,59.29954,-164.64882,N-06,20,23,7.1,7,0
162,45,2015,201501,57.68094,-164.01908,I-07,49,51,6.6,4.5,0
162,45,2016,201601,58.69331,-164.63292,L-06,34,37,7.6,7.6,0
162,45,2017,201701,56.01304,-166.40003,D-03,123,125,8.4,4.3,19.7717742
162,46,2010,201001,58.3488,-165.28907,K-05,43,45,2.5,1.1,0
162,46,2011,201101,59.02007,-164.66307,M-06,25,28,3.6,3.6,0
162,46,2012,201201,55.70868,-163.9846,C-07,93,95,4.7,0.6,1.231093255
162,46,2013,201301,57.34152,-164.62176,H-06,63,65,5.4,-0.2,0
162,46,2014,201401,58.33812,-164.64099,K-06,40,43,5.9,4.6,0
162,46,2015,201501,57.34286,-164.01513,H-07,59,61,6.8,3.8,1.761811692
162,46,2016,201601,58.664,-164.03442,L-07,33,36,7.8,7.8,0
162,46,2017,201701,55.68056,-166.38265,C-03,125,127,8.4,4.2,11.61189885
162,47,2010,201001,58.0176,-165.25325,J-05,47,49,1.9,1.7,0
162,47,2011,201101,58.68447,-164.64888,L-06,34,37,3.6,3.5,0
162,47,2012,201201,55.36332,-164.01242,B-07,79,81,4.7,2,65.57802774
162,47,2013,201301,57.00805,-164.59742,G-06,67,69,4.8,0.1,0
162,47,2014,201401,58.32956,-165.26541,K-05,42,45,4.2,3.5,0
